layer_name,input,kv_cache,tp_size,latency(ns)
o_proj,56,0,4,14203
post_layernorm,56,0,4,8512
gate,56,0,4,70745
expert.w1,56,0,4,17082
expert.w3,56,0,4,16477
act_fn,56,0,4,4062
expert.w2,56,0,4,14511
final_layernorm,56,0,4,8372
lm_head,56,0,4,101943
embedding,57,0,4,5138
input_layernorm,57,0,4,8210
q_proj,57,0,4,15518
k_proj,57,0,4,7835
v_proj,57,0,4,7702
rope,57,0,4,23295
o_proj,57,0,4,14187
post_layernorm,57,0,4,8490
gate,57,0,4,71802
expert.w1,57,0,4,17032
expert.w3,57,0,4,16702
act_fn,57,0,4,3999
expert.w2,57,0,4,14377
final_layernorm,57,0,4,8330
lm_head,57,0,4,101851
embedding,58,0,4,5195
input_layernorm,58,0,4,8210
q_proj,58,0,4,15415
k_proj,58,0,4,7825
v_proj,58,0,4,7727
rope,58,0,4,23278
o_proj,58,0,4,14231
post_layernorm,58,0,4,8500
gate,58,0,4,71667
expert.w1,58,0,4,17028
expert.w3,58,0,4,16703
act_fn,58,0,4,3990
expert.w2,58,0,4,14411
final_layernorm,58,0,4,8396
lm_head,58,0,4,101838
embedding,59,0,4,5240
input_layernorm,59,0,4,8237
q_proj,59,0,4,15523
k_proj,59,0,4,7851
v_proj,59,0,4,7685
rope,59,0,4,23340
o_proj,59,0,4,14127
post_layernorm,59,0,4,8496
gate,59,0,4,71820
expert.w1,59,0,4,17053
expert.w3,59,0,4,16743
act_fn,59,0,4,4010
expert.w2,59,0,4,14298
final_layernorm,59,0,4,8367
lm_head,59,0,4,102186
embedding,60,0,4,5323
input_layernorm,60,0,4,8251
q_proj,60,0,4,15591
k_proj,60,0,4,7858
v_proj,60,0,4,7693
rope,60,0,4,23022
o_proj,60,0,4,14146
post_layernorm,60,0,4,8529
gate,60,0,4,71360
expert.w1,60,0,4,17113
expert.w3,60,0,4,16624
act_fn,60,0,4,4032
expert.w2,60,0,4,14463
final_layernorm,60,0,4,8450
lm_head,60,0,4,102755
embedding,61,0,4,5311
input_layernorm,61,0,4,8269
q_proj,61,0,4,15668
k_proj,61,0,4,7846
v_proj,61,0,4,7688
rope,61,0,4,23196
o_proj,61,0,4,14193
post_layernorm,61,0,4,8517
gate,61,0,4,71927
expert.w1,61,0,4,17147
expert.w3,61,0,4,16621
act_fn,61,0,4,3995
expert.w2,61,0,4,14507
final_layernorm,61,0,4,8451
lm_head,61,0,4,102828
embedding,62,0,4,5527
input_layernorm,62,0,4,8269
q_proj,62,0,4,15722
k_proj,62,0,4,7847
v_proj,62,0,4,7708
rope,62,0,4,23621
o_proj,62,0,4,14302
post_layernorm,62,0,4,8539
gate,62,0,4,71717
expert.w1,62,0,4,17217
expert.w3,62,0,4,16669
act_fn,62,0,4,3985
expert.w2,62,0,4,14624
final_layernorm,62,0,4,8462
lm_head,62,0,4,102838
embedding,63,0,4,5542
input_layernorm,63,0,4,8274
q_proj,63,0,4,15534
k_proj,63,0,4,7895
v_proj,63,0,4,7750
rope,63,0,4,23844
o_proj,63,0,4,14194
post_layernorm,63,0,4,8542
gate,63,0,4,72228
expert.w1,63,0,4,17133
expert.w3,63,0,4,16675
act_fn,63,0,4,3986
expert.w2,63,0,4,14455
final_layernorm,63,0,4,8486
lm_head,63,0,4,102876
embedding,64,0,4,5500
input_layernorm,64,0,4,8310
q_proj,64,0,4,15586
k_proj,64,0,4,7894
v_proj,64,0,4,7721
rope,64,0,4,23813
o_proj,64,0,4,14240
post_layernorm,64,0,4,8554
gate,64,0,4,66127
expert.w1,64,0,4,23363
expert.w3,64,0,4,23567
act_fn,64,0,4,4123
expert.w2,64,0,4,14368
final_layernorm,64,0,4,8461
lm_head,64,0,4,102908
embedding,65,0,4,5545
input_layernorm,65,0,4,8335
q_proj,65,0,4,23190
k_proj,65,0,4,7905
v_proj,65,0,4,7773
rope,65,0,4,23785
o_proj,65,0,4,17438
post_layernorm,65,0,4,8612
gate,65,0,4,68014
